ward_id,rainfall,date
029N,0.0,2023-11-03
060E,0.0,2023-11-03
085S,0.0,2023-11-03
029N,0.0,2023-11-04
060E,0.0,2023-11-04
085S,0.0,2023-11-04
029N,0.0,2023-11-05
060E,0.0,2023-11-05
085S,0.0,2023-11-05
029N,0.0,2023-11-06
060E,0.0,2023-11-06
085S,0.0,2023-11-06
029N,0.0,2023-11-07
060E,0.0,2023-11-07
085S,0.0,2023-11-07
029N,0.0,2023-11-08
060E,0.0,2023-11-08
085S,0.0,2023-11-08
029N,0.0,2023-11-09
060E,0.0,2023-11-09
085S,0.0,2023-11-09
029N,3.2008697986602783,2023-11-10
060E,4.496416091918945,2023-11-10
085S,5.344238758087158,2023-11-10
029N,2.8964927196502686,2023-11-11
060E,2.4607439041137695,2023-11-11
085S,2.6072444915771484,2023-11-11
029N,0.0,2023-11-12
060E,0.0,2023-11-12
085S,0.0,2023-11-12
029N,0.0,2023-11-13
060E,0.0,2023-11-13
085S,0.0,2023-11-13
029N,0.0,2023-11-14
060E,0.0,2023-11-14
085S,0.0,2023-11-14
029N,0.0,2023-11-15
060E,0.0,2023-11-15
085S,0.0,2023-11-15
029N,0.0,2023-11-16
060E,0.0,2023-11-16
085S,0.0,2023-11-16
029N,0.0,2023-11-17
060E,0.0,2023-11-17
085S,0.0,2023-11-17
029N,0.0,2023-11-18
060E,0.0,2023-11-18
085S,0.0,2023-11-18
029N,0.0,2023-11-19
060E,0.0,2023-11-19
085S,0.0,2023-11-19
029N,0.0,2023-11-20
060E,0.0,2023-11-20
085S,0.0,2023-11-20
029N,0.0,2023-11-21
060E,0.0,2023-11-21
085S,0.0,2023-11-21
029N,0.0,2023-11-22
060E,0.0,2023-11-22
085S,0.0,2023-11-22
029N,0.0,2023-11-23
060E,0.0,2023-11-23
085S,0.0,2023-11-23
029N,0.0,2023-11-24
060E,0.0,2023-11-24
085S,0.0,2023-11-24
029N,0.0,2023-11-25
060E,0.0,2023-11-25
085S,0.0,2023-11-25
029N,0.0,2023-11-26
060E,0.0,2023-11-26
085S,0.0,2023-11-26
029N,0.0,2023-11-27
060E,0.0,2023-11-27
085S,0.0,2023-11-27
029N,2.008554697036743,2023-11-28
060E,0.3412313759326935,2023-11-28
085S,0.0,2023-11-28
029N,0.6581558585166931,2023-11-29
060E,0.12767358124256134,2023-11-29
085S,0.0,2023-11-29
029N,0.0,2023-11-30
060E,0.0,2023-11-30
085S,0.0,2023-11-30
029N,0.0,2023-12-01
060E,0.0,2023-12-01
085S,0.0,2023-12-01
029N,0.0,2023-12-02
060E,0.0,2023-12-02
085S,0.0,2023-12-02
029N,0.0,2023-12-03
060E,0.0,2023-12-03
085S,0.0,2023-12-03
029N,0.0,2023-12-04
060E,0.0,2023-12-04
085S,0.17344485223293304,2023-12-04
029N,0.0,2023-12-05
060E,0.0,2023-12-05
085S,0.0,2023-12-05
029N,0.0,2023-12-06
060E,0.0,2023-12-06
085S,0.0,2023-12-06
029N,0.0,2023-12-07
060E,0.0,2023-12-07
085S,0.0,2023-12-07
029N,0.0,2023-12-08
060E,0.0,2023-12-08
085S,0.0,2023-12-08
029N,0.0,2023-12-09
060E,0.0,2023-12-09
085S,0.0,2023-12-09
029N,0.0,2023-12-10
060E,0.0,2023-12-10
085S,0.0,2023-12-10
029N,0.0,2023-12-11
060E,0.0,2023-12-11
085S,0.0,2023-12-11
029N,0.0,2023-12-12
060E,0.0,2023-12-12
085S,0.0,2023-12-12
029N,0.0,2023-12-13
060E,0.0,2023-12-13
085S,0.0,2023-12-13
029N,0.0,2023-12-14
060E,0.0,2023-12-14
085S,0.0,2023-12-14
029N,0.0,2023-12-15
060E,0.0,2023-12-15
085S,0.0,2023-12-15
029N,0.0,2023-12-16
060E,0.0,2023-12-16
085S,0.0,2023-12-16
029N,0.0,2023-12-17
060E,0.0,2023-12-17
085S,0.0,2023-12-17
029N,0.0,2023-12-18
060E,0.0,2023-12-18
085S,0.0,2023-12-18
029N,0.0,2023-12-19
060E,0.0,2023-12-19
085S,0.0,2023-12-19
029N,0.0,2023-12-20
060E,0.0,2023-12-20
085S,0.0,2023-12-20
029N,0.0,2023-12-21
060E,0.0,2023-12-21
085S,0.0,2023-12-21
029N,0.0,2023-12-22
060E,0.0,2023-12-22
085S,0.0,2023-12-22
029N,0.0,2023-12-23
060E,0.0,2023-12-23
085S,0.0,2023-12-23
029N,0.0,2023-12-24
060E,0.0,2023-12-24
085S,0.0,2023-12-24
029N,0.0,2023-12-25
060E,0.0,2023-12-25
085S,0.0,2023-12-25
029N,0.0,2023-12-26
060E,0.0,2023-12-26
085S,0.0,2023-12-26
029N,0.0,2023-12-27
060E,0.0,2023-12-27
085S,0.0,2023-12-27
029N,0.0,2023-12-28
060E,0.0,2023-12-28
085S,0.0,2023-12-28
029N,0.0,2023-12-29
060E,0.0,2023-12-29
085S,0.0,2023-12-29
029N,0.0,2023-12-30
060E,0.0,2023-12-30
085S,0.0,2023-12-30
029N,0.0,2023-12-31
060E,0.0,2023-12-31
085S,0.0,2023-12-31
